household_id,month,household_size,region,income_group,ev_adoption_month,ev_cohort,post_adoption,months_since_adoption,avg_temperature_c,electricity_kwh
H044,2024-07-01,2,Busan,High,,,0,,24.32,334.82
H045,2024-07-01,1,Seoul,Low,,,0,,24.32,281.52
H046,2024-07-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-5,24.32,379.08
H047,2024-07-01,2,Seoul,Middle,2022-05-01,2022Q2,1,26,24.32,399.11
H048,2024-07-01,1,Seoul,Middle,2023-10-01,2023Q4,1,9,24.32,323.77
H049,2024-07-01,2,Busan,Low,,,0,,24.32,246.86
H050,2024-07-01,4,Seoul,Low,,,0,,24.32,310.91
H051,2024-07-01,2,Seoul,Middle,2023-09-01,2023Q3,1,10,24.32,456.53
H052,2024-07-01,4,Seoul,Low,,,0,,24.32,372.98
H053,2024-07-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,30,24.32,463.52
H054,2024-07-01,2,Seoul,High,2022-11-01,2022Q4,1,20,24.32,367.04
H055,2024-07-01,1,Daegu,High,2022-03-01,2022Q1,1,28,24.32,332.5
H056,2024-07-01,4,Seoul,Low,,,0,,24.32,273.4
H057,2024-07-01,4,Daegu,High,2024-02-01,2024Q1,1,5,24.32,481.58
H058,2024-07-01,2,Seoul,High,2023-06-01,2023Q2,1,13,24.32,405.56
H059,2024-07-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,26,24.32,401.57
H060,2024-07-01,2,Daegu,Middle,,,0,,24.32,283.88
H061,2024-07-01,2,Seoul,Low,,,0,,24.32,316.79
H062,2024-07-01,2,Seoul,Middle,2023-07-01,2023Q3,1,12,24.32,323.2
H063,2024-07-01,3,Seoul,Middle,,,0,,24.32,316.17
H064,2024-07-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,1,1,24.32,338.63
H065,2024-07-01,3,Seoul,Middle,2023-12-01,2023Q4,1,7,24.32,395.41
H066,2024-07-01,2,Gyeonggi,Low,,,0,,24.32,291.82
H067,2024-07-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,15,24.32,404.6
H068,2024-07-01,3,Busan,Middle,,,0,,24.32,369.47
H069,2024-07-01,2,Daegu,High,,,0,,24.32,393.73
H070,2024-07-01,2,Busan,Low,,,0,,24.32,264.18
H071,2024-07-01,2,Busan,Low,2023-10-01,2023Q4,1,9,24.32,347.55
H072,2024-07-01,4,Seoul,Middle,,,0,,24.32,402.71
H073,2024-07-01,3,Daegu,Middle,2022-07-01,2022Q3,1,24,24.32,407.74
H074,2024-07-01,2,Daegu,Low,2022-08-01,2022Q3,1,23,24.32,395.84
H075,2024-07-01,1,Daegu,Middle,,,0,,24.32,262.03
H076,2024-07-01,4,Daegu,High,,,0,,24.32,375.65
H077,2024-07-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-1,24.32,364.82
H078,2024-07-01,3,Busan,Middle,,,0,,24.32,293.96
H079,2024-07-01,2,Busan,Middle,2024-03-01,2024Q1,1,4,24.32,360.34
H080,2024-07-01,4,Seoul,Middle,2023-07-01,2023Q3,1,12,24.32,455.28
H081,2024-07-01,1,Daegu,Middle,2024-07-01,2024Q3,1,0,24.32,357.71
H082,2024-07-01,3,Busan,Low,2023-09-01,2023Q3,1,10,24.32,354.41
H083,2024-07-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-4,24.32,380.45
H084,2024-07-01,4,Gyeonggi,High,,,0,,24.32,419.38
H085,2024-07-01,5,Seoul,High,2023-03-01,2023Q1,1,16,24.32,468.56
H086,2024-07-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,23,24.32,407.61
H087,2024-07-01,2,Daegu,Low,,,0,,24.32,325.03
H088,2024-07-01,3,Seoul,High,2024-02-01,2024Q1,1,5,24.32,402.52
H089,2024-07-01,4,Seoul,High,2022-04-01,2022Q2,1,27,24.32,473.61
H090,2024-07-01,1,Seoul,Middle,2024-05-01,2024Q2,1,2,24.32,322.46
H091,2024-07-01,4,Gyeonggi,Middle,,,0,,24.32,441.12
H092,2024-07-01,2,Busan,Low,2023-10-01,2023Q4,1,9,24.32,333.9
H093,2024-07-01,3,Daegu,Middle,,,0,,24.32,335.84
H094,2024-07-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-3,24.32,332.51
H095,2024-07-01,4,Seoul,Middle,,,0,,24.32,354.78
H096,2024-07-01,2,Daegu,High,2023-11-01,2023Q4,1,8,24.32,405.67
H097,2024-07-01,4,Daegu,Middle,,,0,,24.32,318.94
H098,2024-07-01,2,Daegu,Middle,,,0,,24.32,303.21
H099,2024-07-01,3,Busan,High,,,0,,24.32,273.13
H100,2024-07-01,2,Daegu,Middle,,,0,,24.32,267.29
H101,2024-07-01,2,Daegu,High,,,0,,24.32,350.86
H102,2024-07-01,2,Busan,Middle,,,0,,24.32,282.04
H103,2024-07-01,2,Gyeonggi,Middle,,,0,,24.32,266.08
H104,2024-07-01,3,Daegu,Middle,2023-04-01,2023Q2,1,15,24.32,480.18
H105,2024-07-01,3,Gyeonggi,Middle,,,0,,24.32,282.87
H106,2024-07-01,3,Busan,Middle,,,0,,24.32,291.49
H107,2024-07-01,2,Gyeonggi,Low,,,0,,24.32,287.68
H108,2024-07-01,4,Gyeonggi,Low,,,0,,24.32,308.24
H109,2024-07-01,2,Busan,High,2023-01-01,2023Q1,1,18,24.32,386.53
H110,2024-07-01,4,Gyeonggi,Low,,,0,,24.32,295.52
H111,2024-07-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,1,11,24.32,431.75
H112,2024-07-01,3,Busan,Low,2023-02-01,2023Q1,1,17,24.32,382.05
H113,2024-07-01,4,Daegu,Middle,2024-05-01,2024Q2,1,2,24.32,344.38
H114,2024-07-01,1,Gyeonggi,Low,,,0,,24.32,265.67
H115,2024-07-01,3,Gyeonggi,High,2024-07-01,2024Q3,1,0,24.32,405.99
H116,2024-07-01,2,Seoul,Middle,,,0,,24.32,320.99
H117,2024-07-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,1,5,24.32,486.2
H118,2024-07-01,2,Daegu,Middle,,,0,,24.32,316.93
H119,2024-07-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,26,24.32,351.37
H120,2024-07-01,4,Gyeonggi,Middle,,,0,,24.32,405.24
H001,2024-08-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-1,25.26,321.27
H002,2024-08-01,1,Daegu,Low,2022-09-01,2022Q3,1,23,25.26,351.74
H003,2024-08-01,3,Gyeonggi,Middle,,,0,,25.26,346.8
H004,2024-08-01,2,Seoul,High,2023-06-01,2023Q2,1,14,25.26,456.8
H005,2024-08-01,2,Gyeonggi,High,2023-10-01,2023Q4,1,10,25.26,417.0
H006,2024-08-01,2,Seoul,Middle,,,0,,25.26,326.27
H007,2024-08-01,5,Daegu,Low,,,0,,25.26,350.32
H008,2024-08-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,27,25.26,431.93
H009,2024-08-01,5,Gyeonggi,High,,,0,,25.26,395.43
H010,2024-08-01,2,Busan,Low,2024-11-01,2024Q4,0,-3,25.26,301.42
H011,2024-08-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-4,25.26,272.98
H012,2024-08-01,3,Busan,High,,,0,,25.26,373.25
H013,2024-08-01,2,Seoul,High,,,0,,25.26,310.79
H014,2024-08-01,3,Busan,Low,,,0,,25.26,356.45
H015,2024-08-01,4,Daegu,Low,,,0,,25.26,428.37
H016,2024-08-01,4,Daegu,High,2022-03-01,2022Q1,1,29,25.26,486.02
H017,2024-08-01,3,Seoul,High,2024-07-01,2024Q3,1,1,25.26,432.04
H018,2024-08-01,3,Daegu,Middle,,,0,,25.26,338.62
H019,2024-08-01,3,Seoul,Middle,,,0,,25.26,389.31
H020,2024-08-01,4,Busan,Low,,,0,,25.26,361.75
H021,2024-08-01,3,Busan,High,2024-05-01,2024Q2,1,3,25.26,415.29
H022,2024-08-01,4,Gyeonggi,Low,,,0,,25.26,349.88
H023,2024-08-01,3,Seoul,Middle,2023-04-01,2023Q2,1,16,25.26,383.31
H024,2024-08-01,1,Seoul,Low,,,0,,25.26,328.85
H025,2024-08-01,1,Gyeonggi,Low,2024-07-01,2024Q3,1,1,25.26,331.4
H026,2024-08-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-3,25.26,396.92
H027,2024-08-01,2,Daegu,Low,,,0,,25.26,299.48
H028,2024-08-01,2,Gyeonggi,Low,,,0,,25.26,299.89
H029,2024-08-01,1,Seoul,High,2024-08-01,2024Q3,1,0,25.26,423.54
H030,2024-08-01,2,Gyeonggi,Middle,,,0,,25.26,307.4
H031,2024-08-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,14,25.26,448.93
H032,2024-08-01,3,Daegu,High,2024-11-01,2024Q4,0,-3,25.26,384.71
H033,2024-08-01,1,Daegu,Middle,2024-08-01,2024Q3,1,0,25.26,382.0
H034,2024-08-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,24,25.26,355.6
H035,2024-08-01,4,Seoul,Low,,,0,,25.26,411.23
H036,2024-08-01,5,Gyeonggi,Low,,,0,,25.26,381.76
H037,2024-08-01,2,Daegu,High,2023-05-01,2023Q2,1,15,25.26,412.37
H038,2024-08-01,3,Daegu,Low,2022-10-01,2022Q4,1,22,25.26,416.26
H039,2024-08-01,4,Seoul,Middle,,,0,,25.26,403.35
H040,2024-08-01,4,Gyeonggi,Low,,,0,,25.26,398.44
H041,2024-08-01,4,Seoul,Middle,2024-04-01,2024Q2,1,4,25.26,487.89
H042,2024-08-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-2,25.26,274.42
H043,2024-08-01,3,Busan,Low,2024-11-01,2024Q4,0,-3,25.26,374.23
H044,2024-08-01,2,Busan,High,,,0,,25.26,330.62
H045,2024-08-01,1,Seoul,Low,,,0,,25.26,279.28
H046,2024-08-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-4,25.26,378.41
H047,2024-08-01,2,Seoul,Middle,2022-05-01,2022Q2,1,27,25.26,312.48
H048,2024-08-01,1,Seoul,Middle,2023-10-01,2023Q4,1,10,25.26,385.44
H049,2024-08-01,2,Busan,Low,,,0,,25.26,256.2
H050,2024-08-01,4,Seoul,Low,,,0,,25.26,361.7
H051,2024-08-01,2,Seoul,Middle,2023-09-01,2023Q3,1,11,25.26,435.51
H052,2024-08-01,4,Seoul,Low,,,0,,25.26,364.92
H053,2024-08-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,31,25.26,461.1
H054,2024-08-01,2,Seoul,High,2022-11-01,2022Q4,1,21,25.26,409.93
H055,2024-08-01,1,Daegu,High,2022-03-01,2022Q1,1,29,25.26,369.7
H056,2024-08-01,4,Seoul,Low,,,0,,25.26,329.38
H057,2024-08-01,4,Daegu,High,2024-02-01,2024Q1,1,6,25.26,535.82
H058,2024-08-01,2,Seoul,High,2023-06-01,2023Q2,1,14,25.26,404.83
H059,2024-08-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,27,25.26,396.79
H060,2024-08-01,2,Daegu,Middle,,,0,,25.26,273.58
H061,2024-08-01,2,Seoul,Low,,,0,,25.26,291.54
H062,2024-08-01,2,Seoul,Middle,2023-07-01,2023Q3,1,13,25.26,393.02
H063,2024-08-01,3,Seoul,Middle,,,0,,25.26,327.62
H064,2024-08-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,1,2,25.26,355.8
H065,2024-08-01,3,Seoul,Middle,2023-12-01,2023Q4,1,8,25.26,415.86
H066,2024-08-01,2,Gyeonggi,Low,,,0,,25.26,383.71
H067,2024-08-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,16,25.26,413.31
H068,2024-08-01,3,Busan,Middle,,,0,,25.26,334.81
H069,2024-08-01,2,Daegu,High,,,0,,25.26,333.87
H070,2024-08-01,2,Busan,Low,,,0,,25.26,243.23
H071,2024-08-01,2,Busan,Low,2023-10-01,2023Q4,1,10,25.26,360.23
H072,2024-08-01,4,Seoul,Middle,,,0,,25.26,387.46
H073,2024-08-01,3,Daegu,Middle,2022-07-01,2022Q3,1,25,25.26,424.69
H074,2024-08-01,2,Daegu,Low,2022-08-01,2022Q3,1,24,25.26,407.81
H075,2024-08-01,1,Daegu,Middle,,,0,,25.26,325.59
H076,2024-08-01,4,Daegu,High,,,0,,25.26,394.85
H077,2024-08-01,4,Daegu,Middle,2024-08-01,2024Q3,1,0,25.26,447.31
H078,2024-08-01,3,Busan,Middle,,,0,,25.26,289.5
H079,2024-08-01,2,Busan,Middle,2024-03-01,2024Q1,1,5,25.26,371.91
H080,2024-08-01,4,Seoul,Middle,2023-07-01,2023Q3,1,13,25.26,426.68
H081,2024-08-01,1,Daegu,Middle,2024-07-01,2024Q3,1,1,25.26,317.93
H082,2024-08-01,3,Busan,Low,2023-09-01,2023Q3,1,11,25.26,340.51
H083,2024-08-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-3,25.26,349.35
H084,2024-08-01,4,Gyeonggi,High,,,0,,25.26,395.37
H085,2024-08-01,5,Seoul,High,2023-03-01,2023Q1,1,17,25.26,475.98
H086,2024-08-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,24,25.26,425.23
H087,2024-08-01,2,Daegu,Low,,,0,,25.26,290.56
H088,2024-08-01,3,Seoul,High,2024-02-01,2024Q1,1,6,25.26,431.71
H089,2024-08-01,4,Seoul,High,2022-04-01,2022Q2,1,28,25.26,501.33
H090,2024-08-01,1,Seoul,Middle,2024-05-01,2024Q2,1,3,25.26,345.63
H091,2024-08-01,4,Gyeonggi,Middle,,,0,,25.26,425.7
H092,2024-08-01,2,Busan,Low,2023-10-01,2023Q4,1,10,25.26,382.58
H093,2024-08-01,3,Daegu,Middle,,,0,,25.26,345.36
H094,2024-08-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-2,25.26,323.42
H095,2024-08-01,4,Seoul,Middle,,,0,,25.26,359.78
H096,2024-08-01,2,Daegu,High,2023-11-01,2023Q4,1,9,25.26,440.81
H097,2024-08-01,4,Daegu,Middle,,,0,,25.26,286.73
H098,2024-08-01,2,Daegu,Middle,,,0,,25.26,349.68
H099,2024-08-01,3,Busan,High,,,0,,25.26,342.21
H100,2024-08-01,2,Daegu,Middle,,,0,,25.26,317.35
H101,2024-08-01,2,Daegu,High,,,0,,25.26,278.88
H102,2024-08-01,2,Busan,Middle,,,0,,25.26,307.32
H103,2024-08-01,2,Gyeonggi,Middle,,,0,,25.26,238.17
H104,2024-08-01,3,Daegu,Middle,2023-04-01,2023Q2,1,16,25.26,429.42
H105,2024-08-01,3,Gyeonggi,Middle,,,0,,25.26,326.57
H106,2024-08-01,3,Busan,Middle,,,0,,25.26,329.48
H107,2024-08-01,2,Gyeonggi,Low,,,0,,25.26,310.34
H108,2024-08-01,4,Gyeonggi,Low,,,0,,25.26,342.25
H109,2024-08-01,2,Busan,High,2023-01-01,2023Q1,1,19,25.26,454.74
H110,2024-08-01,4,Gyeonggi,Low,,,0,,25.26,313.62
H111,2024-08-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,1,12,25.26,428.43
H112,2024-08-01,3,Busan,Low,2023-02-01,2023Q1,1,18,25.26,385.45
H113,2024-08-01,4,Daegu,Middle,2024-05-01,2024Q2,1,3,25.26,398.9
H114,2024-08-01,1,Gyeonggi,Low,,,0,,25.26,228.66
H115,2024-08-01,3,Gyeonggi,High,2024-07-01,2024Q3,1,1,25.26,426.53
H116,2024-08-01,2,Seoul,Middle,,,0,,25.26,363.68
H117,2024-08-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,1,6,25.26,483.01
H118,2024-08-01,2,Daegu,Middle,,,0,,25.26,315.47
H119,2024-08-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,27,25.26,366.38
H120,2024-08-01,4,Gyeonggi,Middle,,,0,,25.26,411.96
H001,2024-09-01,3,Seoul,Middle,2024-09-01,2024Q3,1,0,22.12,404.45
H002,2024-09-01,1,Daegu,Low,2022-09-01,2022Q3,1,24,22.12,374.9
H003,2024-09-01,3,Gyeonggi,Middle,,,0,,22.12,320.15
H004,2024-09-01,2,Seoul,High,2023-06-01,2023Q2,1,15,22.12,400.09
H005,2024-09-01,2,Gyeonggi,High,2023-10-01,2023Q4,1,11,22.12,422.67
H006,2024-09-01,2,Seoul,Middle,,,0,,22.12,329.61
H007,2024-09-01,5,Daegu,Low,,,0,,22.12,412.09
H008,2024-09-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,28,22.12,392.96
H009,2024-09-01,5,Gyeonggi,High,,,0,,22.12,359.74
H010,2024-09-01,2,Busan,Low,2024-11-01,2024Q4,0,-2,22.12,270.34
H011,2024-09-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-3,22.12,273.04
H012,2024-09-01,3,Busan,High,,,0,,22.12,325.22
H013,2024-09-01,2,Seoul,High,,,0,,22.12,300.64
H014,2024-09-01,3,Busan,Low,,,0,,22.12,335.84
H015,2024-09-01,4,Daegu,Low,,,0,,22.12,385.74
H016,2024-09-01,4,Daegu,High,2022-03-01,2022Q1,1,30,22.12,532.71
H017,2024-09-01,3,Seoul,High,2024-07-01,2024Q3,1,2,22.12,452.02
H018,2024-09-01,3,Daegu,Middle,,,0,,22.12,341.6
H019,2024-09-01,3,Seoul,Middle,,,0,,22.12,351.69
H020,2024-09-01,4,Busan,Low,,,0,,22.12,360.55
H021,2024-09-01,3,Busan,High,2024-05-01,2024Q2,1,4,22.12,440.85
H022,2024-09-01,4,Gyeonggi,Low,,,0,,22.12,345.48
H023,2024-09-01,3,Seoul,Middle,2023-04-01,2023Q2,1,17,22.12,365.71
H024,2024-09-01,1,Seoul,Low,,,0,,22.12,231.43
H025,2024-09-01,1,Gyeonggi,Low,2024-07-01,2024Q3,1,2,22.12,291.46
H026,2024-09-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-2,22.12,372.65
H027,2024-09-01,2,Daegu,Low,,,0,,22.12,323.77
H028,2024-09-01,2,Gyeonggi,Low,,,0,,22.12,358.07
H029,2024-09-01,1,Seoul,High,2024-08-01,2024Q3,1,1,22.12,378.97
H030,2024-09-01,2,Gyeonggi,Middle,,,0,,22.12,306.66
H031,2024-09-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,15,22.12,495.05
H032,2024-09-01,3,Daegu,High,2024-11-01,2024Q4,0,-2,22.12,342.38
H033,2024-09-01,1,Daegu,Middle,2024-08-01,2024Q3,1,1,22.12,361.42
H034,2024-09-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,25,22.12,358.28
H035,2024-09-01,4,Seoul,Low,,,0,,22.12,398.81
H036,2024-09-01,5,Gyeonggi,Low,,,0,,22.12,411.18
H037,2024-09-01,2,Daegu,High,2023-05-01,2023Q2,1,16,22.12,427.56
H038,2024-09-01,3,Daegu,Low,2022-10-01,2022Q4,1,23,22.12,412.68
H039,2024-09-01,4,Seoul,Middle,,,0,,22.12,375.84
H040,2024-09-01,4,Gyeonggi,Low,,,0,,22.12,367.48
H041,2024-09-01,4,Seoul,Middle,2024-04-01,2024Q2,1,5,22.12,391.29
H042,2024-09-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-1,22.12,326.69
H043,2024-09-01,3,Busan,Low,2024-11-01,2024Q4,0,-2,22.12,310.59
H044,2024-09-01,2,Busan,High,,,0,,22.12,302.81
H045,2024-09-01,1,Seoul,Low,,,0,,22.12,240.19
H046,2024-09-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-3,22.12,389.05
H047,2024-09-01,2,Seoul,Middle,2022-05-01,2022Q2,1,28,22.12,350.78
H048,2024-09-01,1,Seoul,Middle,2023-10-01,2023Q4,1,11,22.12,347.38
H049,2024-09-01,2,Busan,Low,,,0,,22.12,280.42
H050,2024-09-01,4,Seoul,Low,,,0,,22.12,315.21
H051,2024-09-01,2,Seoul,Middle,2023-09-01,2023Q3,1,12,22.12,401.28
H052,2024-09-01,4,Seoul,Low,,,0,,22.12,403.91
H053,2024-09-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,32,22.12,387.29
H054,2024-09-01,2,Seoul,High,2022-11-01,2022Q4,1,22,22.12,401.61
H055,2024-09-01,1,Daegu,High,2022-03-01,2022Q1,1,30,22.12,430.85
H056,2024-09-01,4,Seoul,Low,,,0,,22.12,306.72
H057,2024-09-01,4,Daegu,High,2024-02-01,2024Q1,1,7,22.12,503.75
H058,2024-09-01,2,Seoul,High,2023-06-01,2023Q2,1,15,22.12,421.19
H059,2024-09-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,28,22.12,400.57
H060,2024-09-01,2,Daegu,Middle,,,0,,22.12,334.91
H061,2024-09-01,2,Seoul,Low,,,0,,22.12,284.65
H062,2024-09-01,2,Seoul,Middle,2023-07-01,2023Q3,1,14,22.12,383.65
H063,2024-09-01,3,Seoul,Middle,,,0,,22.12,326.64
H064,2024-09-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,1,3,22.12,307.53
H065,2024-09-01,3,Seoul,Middle,2023-12-01,2023Q4,1,9,22.12,411.25
H066,2024-09-01,2,Gyeonggi,Low,,,0,,22.12,314.58
H067,2024-09-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,17,22.12,419.82
H068,2024-09-01,3,Busan,Middle,,,0,,22.12,372.92
H069,2024-09-01,2,Daegu,High,,,0,,22.12,370.15
H070,2024-09-01,2,Busan,Low,,,0,,22.12,290.75
H071,2024-09-01,2,Busan,Low,2023-10-01,2023Q4,1,11,22.12,376.7
H072,2024-09-01,4,Seoul,Middle,,,0,,22.12,369.65
H073,2024-09-01,3,Daegu,Middle,2022-07-01,2022Q3,1,26,22.12,438.83
H074,2024-09-01,2,Daegu,Low,2022-08-01,2022Q3,1,25,22.12,437.79
H075,2024-09-01,1,Daegu,Middle,,,0,,22.12,283.25
H076,2024-09-01,4,Daegu,High,,,0,,22.12,381.53
H077,2024-09-01,4,Daegu,Middle,2024-08-01,2024Q3,1,1,22.12,427.35
H078,2024-09-01,3,Busan,Middle,,,0,,22.12,285.26
H079,2024-09-01,2,Busan,Middle,2024-03-01,2024Q1,1,6,22.12,391.27
H080,2024-09-01,4,Seoul,Middle,2023-07-01,2023Q3,1,14,22.12,441.38
H081,2024-09-01,1,Daegu,Middle,2024-07-01,2024Q3,1,2,22.12,330.86
H082,2024-09-01,3,Busan,Low,2023-09-01,2023Q3,1,12,22.12,328.77
H083,2024-09-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-2,22.12,343.59
H084,2024-09-01,4,Gyeonggi,High,,,0,,22.12,418.73
H085,2024-09-01,5,Seoul,High,2023-03-01,2023Q1,1,18,22.12,465.23
H086,2024-09-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,25,22.12,411.33
H087,2024-09-01,2,Daegu,Low,,,0,,22.12,329.49
H088,2024-09-01,3,Seoul,High,2024-02-01,2024Q1,1,7,22.12,428.78
H089,2024-09-01,4,Seoul,High,2022-04-01,2022Q2,1,29,22.12,499.15
H090,2024-09-01,1,Seoul,Middle,2024-05-01,2024Q2,1,4,22.12,400.86
H091,2024-09-01,4,Gyeonggi,Middle,,,0,,22.12,440.26
H092,2024-09-01,2,Busan,Low,2023-10-01,2023Q4,1,11,22.12,374.06
H093,2024-09-01,3,Daegu,Middle,,,0,,22.12,333.22
H094,2024-09-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-1,22.12,348.18
H095,2024-09-01,4,Seoul,Middle,,,0,,22.12,369.6
H096,2024-09-01,2,Daegu,High,2023-11-01,2023Q4,1,10,22.12,406.6
H097,2024-09-01,4,Daegu,Middle,,,0,,22.12,292.7
H098,2024-09-01,2,Daegu,Middle,,,0,,22.12,333.82
H099,2024-09-01,3,Busan,High,,,0,,22.12,348.94
H100,2024-09-01,2,Daegu,Middle,,,0,,22.12,305.45
H101,2024-09-01,2,Daegu,High,,,0,,22.12,336.33
H102,2024-09-01,2,Busan,Middle,,,0,,22.12,290.05
H103,2024-09-01,2,Gyeonggi,Middle,,,0,,22.12,255.78
H104,2024-09-01,3,Daegu,Middle,2023-04-01,2023Q2,1,17,22.12,447.76
H105,2024-09-01,3,Gyeonggi,Middle,,,0,,22.12,307.4
H106,2024-09-01,3,Busan,Middle,,,0,,22.12,290.02
H107,2024-09-01,2,Gyeonggi,Low,,,0,,22.12,292.3
H108,2024-09-01,4,Gyeonggi,Low,,,0,,22.12,370.92
H109,2024-09-01,2,Busan,High,2023-01-01,2023Q1,1,20,22.12,400.3
H110,2024-09-01,4,Gyeonggi,Low,,,0,,22.12,376.68
H111,2024-09-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,1,13,22.12,445.07
H112,2024-09-01,3,Busan,Low,2023-02-01,2023Q1,1,19,22.12,357.39
H113,2024-09-01,4,Daegu,Middle,2024-05-01,2024Q2,1,4,22.12,409.64
H114,2024-09-01,1,Gyeonggi,Low,,,0,,22.12,289.06
H115,2024-09-01,3,Gyeonggi,High,2024-07-01,2024Q3,1,2,22.12,470.35
H116,2024-09-01,2,Seoul,Middle,,,0,,22.12,323.55
H117,2024-09-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,1,7,22.12,472.65
H118,2024-09-01,2,Daegu,Middle,,,0,,22.12,275.46
H119,2024-09-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,28,22.12,391.84
H120,2024-09-01,4,Gyeonggi,Middle,,,0,,22.12,415.16
H001,2024-10-01,3,Seoul,Middle,2024-09-01,2024Q3,1,1,19.4,365.16
H002,2024-10-01,1,Daegu,Low,2022-09-01,2022Q3,1,25,19.4,371.3
H003,2024-10-01,3,Gyeonggi,Middle,,,0,,19.4,357.06
H004,2024-10-01,2,Seoul,High,2023-06-01,2023Q2,1,16,19.4,410.22
H005,2024-10-01,2,Gyeonggi,High,2023-10-01,2023Q4,1,12,19.4,406.17
H006,2024-10-01,2,Seoul,Middle,,,0,,19.4,296.18
H007,2024-10-01,5,Daegu,Low,,,0,,19.4,373.36
H008,2024-10-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,29,19.4,410.94
H009,2024-10-01,5,Gyeonggi,High,,,0,,19.4,315.76
H010,2024-10-01,2,Busan,Low,2024-11-01,2024Q4,0,-1,19.4,245.41
H011,2024-10-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-2,19.4,297.73
H012,2024-10-01,3,Busan,High,,,0,,19.4,382.52
H013,2024-10-01,2,Seoul,High,,,0,,19.4,297.46
H014,2024-10-01,3,Busan,Low,,,0,,19.4,283.68
H015,2024-10-01,4,Daegu,Low,,,0,,19.4,348.14
H016,2024-10-01,4,Daegu,High,2022-03-01,2022Q1,1,31,19.4,449.6
H017,2024-10-01,3,Seoul,High,2024-07-01,2024Q3,1,3,19.4,414.25
H018,2024-10-01,3,Daegu,Middle,,,0,,19.4,346.32
H019,2024-10-01,3,Seoul,Middle,,,0,,19.4,336.47
H020,2024-10-01,4,Busan,Low,,,0,,19.4,337.18
H021,2024-10-01,3,Busan,High,2024-05-01,2024Q2,1,5,19.4,376.31
H022,2024-10-01,4,Gyeonggi,Low,,,0,,19.4,316.92
H023,2024-10-01,3,Seoul,Middle,2023-04-01,2023Q2,1,18,19.4,376.01
H024,2024-10-01,1,Seoul,Low,,,0,,19.4,267.47
H025,2024-10-01,1,Gyeonggi,Low,2024-07-01,2024Q3,1,3,19.4,296.33
H026,2024-10-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-1,19.4,420.75
H027,2024-10-01,2,Daegu,Low,,,0,,19.4,293.45
H028,2024-10-01,2,Gyeonggi,Low,,,0,,19.4,313.28
H029,2024-10-01,1,Seoul,High,2024-08-01,2024Q3,1,2,19.4,326.09
H030,2024-10-01,2,Gyeonggi,Middle,,,0,,19.4,286.16
